whisper_init_from_file_with_params_no_state: loading model from '/home/kozi/Documents/_onlab_git/ami/whisper.cpp/models/ggml-small.en-tdrz.bin'
whisper_init_with_params_no_state: use gpu    = 1
[00:05:35.520 --> 00:06:04.280]   Yeah. I mean I guess maybe we could have that as another thing of like well if you get the speaker characterisation that someone's talks a lot in a certain topic and then if you I don't know click on that topic you'll get I think that's in that topic. And you have to have it there. Yeah, I mean that's that's still another level further. I mean we're not even there yet you, know. So you pop up the speaker characterisation yet. You you might have to first define what what happens when you click on a user. [SPEAKER_TURN]
[00:06:04.440 --> 00:06:27.520]   We have the speaker characterisation first but, we're crossing the other side. I don't know if we can do it yet. Yeah. Yeah. Alright. Well is that just from the main thing? Is that from any particular window? Like if we wanna sort of get like if we're on the users versus like a topic or something have, a like a platform for these various things to have. [SPEAKER_TURN]
[00:06:27.520 --> 00:06:32.440]   Mm-hmm.
[00:06:32.440 --> 00:06:46.540]   Mm-hmm. Yeah. So we could do that in a similar way. Do it right click as well. And have different names. Yeah. [SPEAKER_TURN]
[00:06:46.540 --> 00:06:48.120]   Okay. Only the speaker. [SPEAKER_TURN]
[00:06:48.120 --> 00:07:04.160]   So yeah. So we have basically two options of of browsing the meetings is by either um searching and opening individual observations and when then we have the interlinking by right click basically. [SPEAKER_TURN]
[00:07:04.480 --> 00:07:34.460]   Right. Actually yeah, like the another common thing, like if we have it so it's set up that um if you double click and it goes to a default thing on the menu, I mean that's kind of a typical kind of action that you have. If you double click on a particular topic or something, then it goes to sort of a like a default view, so it'll be like all the um cases of that topic, either whatever we decide the default to be, whether it's in all meetings or just in one meeting and just show up the in particular instances of that topic in the meeting. Like I just think that to have the default there [SPEAKER_TURN]
[00:07:34.460 --> 00:07:43.200]   So if somebody knows exactly what they wanna do and we know that that's the most common thing that's gonna happen, so the double click will not do that and just save them the trouble of right clicking and choosing the item on the menu. Yeah. [SPEAKER_TURN]
[00:07:56.960 --> 00:08:04.020]   have a default double click, so there's there's there'll be a choice for the menu as well. Yeah exactly, used double click. [SPEAKER_TURN]
[00:08:04.020 --> 00:08:13.880]   I'm not sure there's bigger characterization for instance for instance, but then then there's a problem with a lot of windows popping up again and they pop up without you even being quite sure what it is, you know. [SPEAKER_TURN]
[00:08:13.880 --> 00:08:15.660]   Yeah. [SPEAKER_TURN]
[00:08:15.660 --> 00:08:22.060]   But if you do double click on something, don't you expect something to happen then, [SPEAKER_TURN]
[00:08:22.060 --> 00:08:26.540]   Yeah maybe, you should have well [SPEAKER_TURN]
[00:08:26.900 --> 00:08:31.860]   Well I'll I'll then they close it. Yeah it's, not it's not going to load it. [SPEAKER_TURN]
[00:08:31.860 --> 00:08:53.860]   Especially if you have a touch pad. And then when she goes oh. Well I'll I'll check what it does on on the double click at the moment. 'Cause I think it might do something, but it's good stuff. But I don't I don't I really don't see anything obvious that that's, I mean if we can think of something like [SPEAKER_TURN]
[00:08:53.860 --> 00:08:56.520]   Yeah. [SPEAKER_TURN]
[00:08:57.120 --> 00:08:59.300]   Oh well. Sorry.
[00:08:59.300 --> 00:09:16.760]   I guess I can put some these. Yeah, what you're clicking on I, hope so. Um yeah another, thing single, audio files, do we wanna use them or not? [SPEAKER_TURN]
[00:09:16.760 --> 00:09:21.620]   We don't know yet do, we uh do we? Do you mean single channel? [SPEAKER_TURN]
[00:09:21.620 --> 00:09:25.280]   Yeah single, chan then single channel files, do we want them? I mean [SPEAKER_TURN]
[00:09:25.780 --> 00:09:31.200]   Probably not, but we might need them for disfluencies. If we can go to an audio file. But [SPEAKER_TURN]
[00:09:31.200 --> 00:09:49.640]   Somebody's talking over somebody else or something though.
[00:09:51.320 --> 00:10:03.360]   We'll just send them out for now and put it in by mail or something like that. Yeah Yeah. 'Cause otherwise it will they it will increase the amount. Don't you think we're gonna probably not going to the full print one, I think. [SPEAKER_TURN]
[00:10:03.360 --> 00:10:16.120]   Yeah w what do people think in general about the Windows clutter in there you've mentioned? Do you think you think it's gonna [SPEAKER_TURN]
[00:10:16.120 --> 00:10:20.880]   I think we probably need that though, to have the f the full flexibility we need to have that though. That's not what I mean. [SPEAKER_TURN]
[00:10:20.940 --> 00:10:26.360]   very much I w I wanna have everything customisable. Um [SPEAKER_TURN]
[00:10:26.360 --> 00:10:35.520]   Well the thing is typically though, is someone gonna have five Windows open at the same time? Probably not. Probably just two or two or three of whatever whatever, they're looking at like dialogue acts or whatever. [SPEAKER_TURN]
[00:10:49.800 --> 00:10:56.240]   I mean, you probably I don't know if you wanna have like the the full transcription and the summary at the same time.
[00:10:56.240 --> 00:11:03.440]   So maybe you can just like choose the s same window for transcription and summary. [SPEAKER_TURN]
[00:11:03.440 --> 00:11:06.760]   It's like have a tab there or something like that, you can just have a tab. [SPEAKER_TURN]
[00:11:06.960 --> 00:11:23.320]   Yeah tab, I think it's true. Oh that's right, I'm not sure. Yeah I, don't know if you'd say it's good. I think you're right. I'm sure yeah, I'm sure you could do anything. Yeah. [SPEAKER_TURN]
[00:11:23.320 --> 00:11:30.560]   I don't know if it's a bit of a cripple job as we're knowing talk at the A_ isn't sometimes it's a bit of a cripple. [SPEAKER_TURN]
[00:11:30.560 --> 00:11:32.840]   Mm. I can have a look. [SPEAKER_TURN]
[00:11:32.840 --> 00:11:34.460]   Yeah. [SPEAKER_TURN]
[00:11:34.840 --> 00:11:38.880]   Yeah, or just I don't know. But yeah that, might be an idea. [SPEAKER_TURN]
[00:11:38.880 --> 00:12:04.280]   Yeah.
[00:12:04.280 --> 00:12:05.140]   Press on which one? [SPEAKER_TURN]
[00:12:05.140 --> 00:12:07.360]   Or check where it's even happened to a whole bunch of people. [SPEAKER_TURN]
[00:12:07.360 --> 00:12:18.240]   Yeah, that'll reduce the number of um windows, wouldn't it, which is probably good. 'Cause otherwise Photoshop has a lot of windows. If you ever use Photoshop, it's got loads and you're always good for ever going, I'll get out of the way. There's always stuff in the ways, isn't there. [SPEAKER_TURN]
[00:12:18.240 --> 00:12:28.740]   Um well I don't mean people get used to it. I mean when you use uh Windows or Linux or whatever, you have a lot of windows open. You can manage them. [SPEAKER_TURN]
[00:12:28.740 --> 00:12:29.680]   Yeah. [SPEAKER_TURN]
[00:12:29.680 --> 00:12:32.060]   True. [SPEAKER_TURN]
[00:12:32.060 --> 00:12:34.240]   Yeah. Unless can you [SPEAKER_TURN]
[00:12:34.300 --> 00:12:42.160]   I don't suppose you can minimise them and stuff like that. Can can can you do that now? Okay. Well that's right, yeah. Yeah, of course you can actually, yes. [SPEAKER_TURN]
[00:12:42.160 --> 00:12:56.980]   Yeah. Like a lot of these can be like once we get the disfluencies out then we can you know transcript, with all the disfluency transcript with the disflu dysfluency. How about these you know how, all these sort of using the same window and so we can double-fire. And probably mutually um [SPEAKER_TURN]
[00:12:56.980 --> 00:13:02.780]   Yeah, that that was a plan for the disfluency anyway. So [SPEAKER_TURN]
[00:13:02.780 --> 00:13:03.840]   Yeah.
[00:13:04.020 --> 00:13:11.540]   Yeah, do you wanna do that with summaries then? Put the summaries in in in the same way now Mutually. exclusive things. [SPEAKER_TURN]
[00:13:11.540 --> 00:13:26.780]   Well, could I dunno, with transcripts it sounds reasonable to have like transcripts like maybe three alternative then, like full meeting, meeting without disfluencies and summaries. Yeah? Do you wanna do that? Yeah, yeah? [SPEAKER_TURN]
[00:13:26.780 --> 00:13:29.700]   Yeah, that kind of makes sense. Yeah. Yeah, so it's good.
[00:13:30.340 --> 00:13:31.680]   Mm-hmm.
[00:13:31.680 --> 00:13:56.560]   And finally the prototype piece of paper about What. kind of prototype could we produce? 'Cause I'm I'm just, you know, I go into the lab and I say, what am I gonna change today, you know? And it kind of just it just develops. I'm not aiming for anything. Do we wanna answer something? [SPEAKER_TURN]
[00:13:57.560 --> 00:13:58.880]   Um. [SPEAKER_TURN]
[00:13:58.880 --> 00:14:25.900]   I'm I'm pretty much getting there anyway, to be honest. So it's not gonna be a lot more uh I guess it is. I mean just to try and I mean for us to to be able to do something that we can include with your thing. Some some reason Yeah. Yeah. Mm-hmm. Yeah. Yeah, just so see the integration works. So we can do I think I'm trying to [SPEAKER_TURN]
[00:14:26.340 --> 00:14:30.960]   Um. So I guess that's what you're gonna take as well. [SPEAKER_TURN]
[00:14:30.960 --> 00:14:36.180]   I think that's kind of what he meant as well, isn't it? Like seeing it seeing it sort of start to do stuff, rather than just being [SPEAKER_TURN]
[00:14:36.180 --> 00:14:51.180]   I mean that was probably our intention, but we m might not have written it down. So I don't know. I don't know. [SPEAKER_TURN]
[00:14:51.240 --> 00:15:20.200]   Actually, is the code accessible, like the the gooey stuff that you've done there? Like can we just like copy like the latest stuff out of your directory or something like that? Like if we're gonna just try and like take a look or something. Try and just like and stuff. If you can if you can make it well readable, then anybody can see it. Yeah. Yeah. Yeah. Sure. I don't know if it's readable at the moment, but you can show up. You can cover it up. It's uh yeah. No, they're not well readable, they're not done they're, so they're running [SPEAKER_TURN]
[00:15:20.200 --> 00:15:27.080]   fill, they're running the fill. Then only you can read them. Like you can see them, but you can't read them. Okay, alright. [SPEAKER_TURN]
[00:15:27.080 --> 00:15:28.320]   Mm-hmm, yeah. [SPEAKER_TURN]
[00:15:28.320 --> 00:15:32.460]   Um so the directory is my number. [SPEAKER_TURN]
[00:15:32.540 --> 00:16:01.820]   Or you could just email to us. Okay, yeah, yeah, yeah. Right. Okay. Yeah, your number. Okay. Okay. Okay. Okay. And then it's and then um there's a folder um N_L_S_S_D_, and it's called the M_ browser. [SPEAKER_TURN]
[00:16:02.380 --> 00:16:16.020]   The M_ browser. Or it is. Um hope you hope you never have to look in my directory. It's just pure chaos. No, I'm I'm extremely old-fashioned. I've got balls, I think I. love balls. [SPEAKER_TURN]
[00:16:16.020 --> 00:16:22.020]   Mm-hmm. [SPEAKER_TURN]
[00:16:22.020 --> 00:16:29.420]   Yep, so that's me done. Someone else wanna talk about this stuff?
[00:16:29.420 --> 00:16:59.280]   Time to jump a once. I can tell you what I th I'm an S_P_T_. Oh um, I don't know. I basically I th started like browsing a bit just like trying to see if there's anything out there to use to sort of um just th what were you doing again. Yeah, so yeah hopefully, I was starting to play with this stuff. Yeah, yeah, let's get this stuff. Okay. [SPEAKER_TURN]
[00:16:59.360 --> 00:17:04.520]   I found a tutorial that uh inverted the search to indexing, but I haven't found yet. [SPEAKER_TURN]
[00:17:04.520 --> 00:17:10.840]   So you could probably just use that code. Like that was behind the question Chas number one. You know, the we're using code and stuff which is like okay. [SPEAKER_TURN]
[00:17:10.920 --> 00:17:21.640]   And that's pretty much fair, is it? Yeah well, I don't know if it's usable. I c I haven't looked at it. But but I found some code for like from a tutorial about indexing. Oh right, yeah. Yeah. [SPEAKER_TURN]
[00:17:21.640 --> 00:17:32.420]   Yeah, you can mess around some sort of nonsense, but yeah. The basics, is it? Okay, that's a good one. [SPEAKER_TURN]
[00:17:32.420 --> 00:17:38.180]   Yeah, that's handy. Yeah. So you think it shouldn't be too difficult? [SPEAKER_TURN]
[00:17:40.120 --> 00:17:57.640]   I don't know. I'm I was a bit worried about one well, when he talked about this with um file let's not with files. I mean how much do we actually need to do like extracting things from the X_M_L_ files and stuff to be able to do the indexing. [SPEAKER_TURN]
[00:17:57.640 --> 00:18:02.600]   Oh, I see. Yeah. You have to convert it to some sort of format. I suppose. [SPEAKER_TURN]
[00:18:02.600 --> 00:18:15.860]   Yeah. I've been trying to write something to read the X_M_L_ and get rid of it. And I can get rid of it, but I'm having trouble putting you anywhere else. So it'll come up on the screen. [SPEAKER_TURN]
[00:18:15.860 --> 00:18:18.080]   Mm-hmm. [SPEAKER_TURN]
[00:18:18.080 --> 00:18:25.080]   Back to whatever and jog it to play with it, but I guess I'm ready to put it. Yeah. Yeah. Yeah. [SPEAKER_TURN]
[00:18:26.100 --> 00:18:34.200]   I mean you should look at have a look at the the browser code then because, um you know, they already extract for example transcripts. [SPEAKER_TURN]
[00:18:34.200 --> 00:18:37.000]   Yeah, yeah, uh I'm sure they do. Yeah. [SPEAKER_TURN]
[00:18:37.000 --> 00:18:50.520]   I'm just gonna do yeah. Oh yeah. Oh well. I'm sure I'm sure I'm making a make of it. That's another question. I dunno. [SPEAKER_TURN]
[00:18:53.920 --> 00:19:08.380]   Um yeah, I guess I mean it was a good point we had that like collaborating with foul things. I mean if you already started them um and stuff, I guess we can [SPEAKER_TURN]
[00:19:08.380 --> 00:19:22.020]   Mm-hmm. [SPEAKER_TURN]
[00:19:23.000 --> 00:19:31.480]   what we need when we know more about what we need maybe. Yeah. Exactly. So you're still working on it. [SPEAKER_TURN]
[00:19:31.480 --> 00:19:46.400]   as is rather than the proper week, you know what I mean So. it's been a little bit manic the last couple of hours. [SPEAKER_TURN]
[00:19:46.400 --> 00:19:49.860]   Well you're an S_P_ and L_P_ and S_P_ too, right? Yeah, that's fine. [SPEAKER_TURN]
[00:19:50.020 --> 00:19:56.020]   we had to do an I_R_P_ whatever it was last week as well. Which is only on page one, but it's quite difficult to write a page. [SPEAKER_TURN]
[00:19:56.460 --> 00:20:26.300]   Yeah. Yeah. Oh yeah. Yeah, that's fine. But it was I had to sit there and think about it for a bit, but since it's back I don't know. Yeah, but S_P_R_P_ yeah, that's fine. Okay. So yeah, I was thinking that we can probably get uh start attacking this seriously. I'm just um you know, hopefully I'll have something by next week that we can sort of try and degrade it into the goo. I think that should be possible. [SPEAKER_TURN]
[00:20:26.440 --> 00:20:43.820]   The browsers I use it now or as I I don't know it, was there when I took it. Um it uses the um the N_X_T_ search to get the data out of the out of the files, which I think is odd, but I'm not quite sure how it works yet. I don't quite understand it. [SPEAKER_TURN]
[00:20:43.820 --> 00:20:46.320]   So money, money. [SPEAKER_TURN]
[00:20:46.320 --> 00:20:54.200]   To get the data, for example to get summarisation data, you have to search for I think the I_D_s on something.
[00:20:54.200 --> 00:20:55.780]   Yeah.
[00:20:56.420 --> 00:20:59.560]   That's pretty bizarre, isn't it? I guess that's right, where it's got the
[00:20:59.560 --> 00:21:02.440]   That is pretty bizarre. [SPEAKER_TURN]
[00:21:02.440 --> 00:21:09.040]   So they don't you know, they don't say look in that in that folder, but they say search everything. [SPEAKER_TURN]
[00:21:09.040 --> 00:21:11.980]   Yeah, it's pretty bizarre, yeah. [SPEAKER_TURN]
[00:21:11.980 --> 00:21:17.520]   Hmm. Well they did say it wasn't the most efficient. [SPEAKER_TURN]
[00:21:17.520 --> 00:21:30.300]   And it does load up quite quickly, sorry. That's not too much. But you know, it can have a look at like a window where you have to uh write a search query, or is it just what's behind it so, or where do you want it to go? [SPEAKER_TURN]
[00:21:30.300 --> 00:21:38.520]   Yeah. [SPEAKER_TURN]
[00:21:45.640 --> 00:21:47.000]   Text or whatever. [SPEAKER_TURN]
[00:21:47.000 --> 00:21:53.880]   For and it what it like it just has an open variable, transcript, list, whatever, find everything that's got that and then it'll open. [SPEAKER_TURN]
[00:21:53.880 --> 00:22:00.840]   So I don't know if you've looked at the search query language, but it's like a dollar A_ for D_ text, say. [SPEAKER_TURN]
[00:22:00.840 --> 00:22:05.660]   Yeah, 'cause that's the like the guy could he plays a variable, doesn't he? He could probably do that one. [SPEAKER_TURN]
[00:22:05.920 --> 00:22:21.600]   Yeah, because every every of all of these um these files have got um th an I_D_ and all the transcript files got the string, I don't know what it is, words or text or something in it. So just search just for those files. [SPEAKER_TURN]
[00:22:21.600 --> 00:22:22.780]   Okay. [SPEAKER_TURN]
[00:22:22.780 --> 00:22:23.420]   Mm-hmm. [SPEAKER_TURN]
[00:22:24.860 --> 00:22:38.240]   What do you like is there a open thingy or what are you like what what did you do to like how do you figure out that this user's mixed in search like, is it? [SPEAKER_TURN]
[00:22:38.240 --> 00:22:50.440]   Um well, it's in the code, just that it you know it yep, you define a search object and then you like search that string. I had to figure out how to how to do the same thing for the summary, that's how I [SPEAKER_TURN]
[00:22:53.360 --> 00:23:13.100]   understand how to do the transcript how they did the transcript to do the summary and so on. So yeah, just search for a specific string. So you could just, you know, you could use that when you if you wanna um take the data out. I was just thinking that, yeah. [SPEAKER_TURN]
[00:23:17.420 --> 00:23:47.000]   a question about what the c code means or where to find the code that you wanna you know whatever, you wanna do, then just send me an email. I can explain it. Yeah. Oh yeah. Actually in the moment it's got a load of rubbish because the the the browser that I used from this from you know that they gave us had a lot of extra stuff in and hadn't dared to throw an app to throw out all the functions that ha you know that I don't need. Yeah that's, exactly [SPEAKER_TURN]
[00:23:47.000 --> 00:23:55.980]   Yes. So they're all in there, yeah. Still. A lot of rubbish. But it will be get it will be chucked down by the end I think. [SPEAKER_TURN]
[00:23:55.980 --> 00:24:07.080]   Comming committing it out one bit at a time, running it to do it. Yeah. Yeah, that next. Good fun. [SPEAKER_TURN]
[00:24:07.080 --> 00:24:09.320]   Mm-hmm.
[00:24:09.320 --> 00:24:15.660]   So basically we got kind of this work maybe. Yeah that's, it. [SPEAKER_TURN]
[00:24:15.740 --> 00:24:25.660]   The odds to that isn't getting the long and the short with the long and the long. Yeah. Still at the bottom of the mountain actually. [SPEAKER_TURN]
[00:24:25.660 --> 00:24:29.000]   How many hours is this? [SPEAKER_TURN]
[00:24:29.000 --> 00:24:43.200]   Well should, you play the hippo to explore any other Yeah? How how's your um uh quantifier raising? Yeah. [SPEAKER_TURN]
[00:24:43.440 --> 00:24:47.600]   I don't remember what I'm supposed to do by the way. Am I supposed to do the summarisation thingy-bop? [SPEAKER_TURN]
[00:24:47.600 --> 00:24:49.360]   Mm-hmm.
[00:24:49.360 --> 00:24:54.420]   Mm-hmm. No. [SPEAKER_TURN]
[00:24:54.420 --> 00:24:56.220]   Who was doing it? [SPEAKER_TURN]
[00:24:56.220 --> 00:24:59.740]   You drew. [SPEAKER_TURN]
[00:24:59.740 --> 00:25:12.180]   Oh really? These can be changed. Um I don't know it, doesn't matter. If if you want to, I mean let's just you know, play around with some extra stuff, you have some time. Why not. [SPEAKER_TURN]
[00:25:12.300 --> 00:25:13.700]   It shouldn't be too different at all. [SPEAKER_TURN]
[00:25:13.700 --> 00:25:20.600]   So what courses should I have picked? Are we not doing anywhere? [SPEAKER_TURN]
[00:25:21.060 --> 00:25:47.940]   Well I'm doing communications of which we had one exercise and I've done that like two weeks ago. And that's in in two weeks. Yeah, it's uh nine nine courses on and ten or something. And then I'm doing um parallel programming languages in CISTAS. Which we had one exercise as well and that seemed like Friday.
[00:25:47.940 --> 00:25:59.420]   Well I'm not doing any back-hand meetings, I don't know. I'm going away with this topic. Yeah. [SPEAKER_TURN]
[00:25:59.480 --> 00:26:14.680]   Mm-hmm. I'll be happy when this week is over. Yeah. I don't know. I dunno. Is that about it though? Uh-huh. Anything else we need to discuss? [SPEAKER_TURN]
[00:26:14.680 --> 00:26:25.480]   Mm-hmm. [SPEAKER_TURN]
[00:26:25.480 --> 00:26:27.100]   Yeah. [SPEAKER_TURN]
[00:26:27.380 --> 00:26:31.060]   after a D_M_L_G_ or something and then we just have a little quick little update and just [SPEAKER_TURN]
[00:26:31.060 --> 00:26:39.960]   Yeah if you like. We can always decide then. Yeah. Yeah. Um so what what are you planning to do over the weekend then? [SPEAKER_TURN]
[00:26:39.960 --> 00:26:42.080]   Search. [SPEAKER_TURN]
[00:26:42.080 --> 00:26:48.220]   You're gonna do the search. You're gonna implement the search. Yeah. Yeah. Yeah. Yeah. [SPEAKER_TURN]
[00:26:48.220 --> 00:26:50.820]   Mm-hmm. [SPEAKER_TURN]
[00:26:51.120 --> 00:27:04.340]   version of, you know, the next query, etcetera. Um won't be the whole thing but, Um like we can just decide sort of the things that we do wanna do. Yeah. Well actually most of us just dialogue back. So I suppose we'll [SPEAKER_TURN]
[00:27:04.340 --> 00:27:13.920]   There's summary topic structure. [SPEAKER_TURN]
[00:27:13.920 --> 00:27:18.600]   Yeah. [SPEAKER_TURN]
[00:27:18.900 --> 00:27:25.340]   It's just that I think we need to set ourselves some milestones. Because otherwise, you know. [SPEAKER_TURN]
[00:27:25.340 --> 00:27:38.260]   Yeah, we get a high schedule. Yeah, pretty quick. Like you said. Yeah. Well actually do we wanna set a date for interim prototype? Specifically a date. [SPEAKER_TURN]
[00:27:40.820 --> 00:28:09.680]   Mm s well you decide I'm not very much of a person. The progression for is June twenty, two third of February. Um. Well how about we get it done by then I, mean. Then we can write about it in the in the interim report. You know, s you know, now we've got something to show. [SPEAKER_TURN]
[00:28:09.680 --> 00:28:10.260]   So then
[00:28:10.260 --> 00:28:24.120]   you can just look at the little deadlines. See Yeah. [SPEAKER_TURN]
[00:28:24.120 --> 00:28:43.980]   Um oh and the the search interface, maybe you should decide pretty pretty early what kind of things you wanna be able to search for. And then if you want you can give that to me and I'll I'll build you a nice, you know, a few tick boxes and drop down menus. [SPEAKER_TURN]
